TransactionID,ProductName,StoreLocation,Quantity,Price,Date
TXN120753,soda,lidl,13,18.11,2023-04-23
TXN120754,juice,aldi,9,13.77,2023-07-23
TXN120755,butter,aldi,1,80.92,2023-12-14
TXN120756,vegetables,co-op,5,87.63,2023-09-14
TXN120757,butter,aldi,5,80.34,2023-07-11
TXN120758,juice,lidl,4,57.45,2024-01-01
TXN120759,cheese,tesco,1,14.49,2023-02-08
TXN120760,vegetables,sainsbury,19,23.04,2023-08-01
TXN120761,soda,aldi,7,92.97,2023-08-19
TXN120762,milk,sainsbury,2,46.55,2023-02-24
TXN120763,snacks,co-op,19,78.87,2023-04-05
TXN120764,fruits,lidl,7,76.97,2023-03-23
TXN120765,juice,tesco,18,66.68,2023-01-03
TXN120766,snacks,co-op,5,16.8,2023-04-24
TXN120767,juice,aldi,2,45.6,2023-04-25
TXN120768,milk,sainsbury,4,86.82,2023-05-14
TXN120769,soda,co-op,7,93.84,2023-06-22
TXN120770,butter,co-op,5,36.18,2023-12-15
TXN120771,eggs,lidl,18,85.88,2023-09-24
TXN120772,fruits,co-op,17,25.44,2023-12-17
TXN120773,soda,co-op,16,28.33,2023-07-10
TXN120774,eggs,aldi,10,97.71,2023-06-09
TXN120775,juice,tesco,10,42.0,2023-04-26
TXN120776,snacks,sainsbury,12,73.38,2023-05-27
TXN120777,milk,sainsbury,18,78.18,2023-08-24
TXN120778,bread,tesco,12,73.28,2023-08-19
TXN120779,soda,lidl,5,57.37,2023-03-24
TXN120780,snacks,co-op,18,56.46,2023-11-18
TXN120781,,aldi,18,73.39,2023-11-18
TXN120782,soda,lidl,12,93.58,2023-02-13
TXN120783,cheese,sainsbury,9,76.92,2023-05-15
TXN120784,bread,co-op,9,43.11,2023-06-19
TXN120785,juice,lidl,16,79.79,2023-01-09
TXN120786,cheese,tesco,10,68.38,2023-02-23
TXN120787,bread,sainsbury,2,13.25,2023-07-07
TXN120788,vegetables,tesco,8,51.33,2023-02-01
TXN120789,fruits,lidl,6,51.47,2023-06-03
TXN120790,fruits,co-op,3,60.13,2023-07-10
TXN120791,eggs,co-op,11,44.3,2023-02-09
TXN120792,fruits,lidl,5,23.15,2023-04-04
TXN120793,eggs,sainsbury,18,34.54,2023-02-10
TXN120794,bread,lidl,14,75.76,2023-09-24
TXN120795,milk,aldi,3,91.83,2023-07-01
TXN120796,snacks,co-op,14,94.47,2023-10-15
TXN120797,milk,aldi,2,56.67,2023-07-08
TXN120798,soda,aldi,8,17.53,2023-02-13
TXN120799,vegetables,aldi,18,94.99,2023-01-16
TXN120800,butter,tesco,18,67.7,2023-04-07
TXN120801,snacks,sainsbury,13,25.58,2023-05-08
TXN120802,vegetables,lidl,14,94.16,2023-08-09
TXN120803,soda,tesco,12,38.02,2023-03-31
TXN120804,juice,tesco,19,57.89,2023-07-04
TXN120805,fruits,sainsbury,18,,2023-08-08
TXN120806,bread,tesco,6,14.1,2023-02-09
TXN120807,,lidl,10,9.82,2023-07-08
TXN120808,vegetables,aldi,7,22.99,2023-03-21
TXN120809,milk,aldi,15,,2023-01-21
TXN120810,butter,lidl,9,73.37,2023-09-23
TXN120811,bread,co-op,8,33.66,2023-06-10
TXN120812,butter,aldi,1,63.19,2023-10-07
TXN120813,bread,co-op,1,98.19,2023-06-19
TXN120814,butter,sainsbury,19,12.65,2023-07-12
TXN120815,snacks,sainsbury,7,89.3,2023-03-14
TXN120816,cheese,sainsbury,15,31.02,2023-10-05
TXN120817,vegetables,co-op,19,13.73,2023-05-13
TXN120818,bread,co-op,5,58.47,2023-03-30
TXN120819,cheese,co-op,3,6.75,2023-03-23
TXN120820,vegetables,tesco,18,56.29,2023-08-13
TXN120821,vegetables,sainsbury,11,97.96,2023-08-05
TXN120822,cheese,co-op,5,20.11,2023-04-01
TXN120823,butter,co-op,15,78.79,2023-07-14
TXN120824,bread,sainsbury,6,35.58,2023-05-31
TXN120825,butter,aldi,5,50.79,2023-10-25
TXN120826,juice,sainsbury,11,5.14,2023-04-30
TXN120827,eggs,tesco,19,90.33,2023-02-24
TXN120828,eggs,sainsbury,9,90.36,2024-01-01
TXN120829,snacks,aldi,10,15.51,2023-08-08
TXN120830,butter,sainsbury,18,97.58,2023-12-21
TXN120831,juice,co-op,6,83.34,2023-04-01
TXN120832,eggs,aldi,17,68.42,2023-10-14
TXN120833,snacks,co-op,13,97.59,2023-03-13
TXN120834,bread,aldi,6,20.11,2023-09-04
TXN120835,eggs,lidl,9,90.78,2023-11-29
TXN120836,butter,co-op,5,63.49,2023-12-06
TXN120837,butter,co-op,2,98.37,2023-07-10
TXN120838,milk,lidl,17,6.93,2023-04-18
TXN120839,milk,aldi,12,2.92,2023-01-29
TXN120840,butter,lidl,17,15.23,2023-11-17
TXN120841,soda,tesco,15,97.3,2023-04-11
TXN120842,cheese,lidl,6,51.13,2023-04-29
TXN120843,milk,aldi,16,41.18,2023-06-05
TXN120844,butter,co-op,12,46.69,2023-02-10
TXN120845,butter,aldi,5,22.84,2023-10-13
TXN120846,bread,sainsbury,11,40.54,2023-03-10
TXN120847,juice,lidl,16,76.53,2023-04-18
TXN120848,snacks,co-op,15,48.69,2023-08-27
TXN120849,vegetables,aldi,2,62.15,2023-01-23
TXN120850,vegetables,lidl,12,68.61,2023-08-31
TXN120851,fruits,aldi,19,12.96,2023-12-09
TXN120852,fruits,sainsbury,3,65.74,2023-07-11
TXN120853,milk,co-op,16,23.66,2023-05-21
TXN120854,fruits,sainsbury,11,87.34,2023-07-11
TXN120855,soda,tesco,8,80.14,2023-01-17
TXN120856,fruits,co-op,2,13.39,2023-06-24
TXN120857,vegetables,lidl,12,75.93,2023-08-05
TXN120858,cheese,lidl,5,88.15,2023-01-13
TXN120859,snacks,sainsbury,14,79.94,2023-05-05
TXN120860,vegetables,lidl,9,23.49,2023-11-10
TXN120861,butter,co-op,12,86.27,2023-04-02
TXN120862,cheese,tesco,5,71.74,2023-07-12
TXN120863,vegetables,aldi,11,52.95,2023-04-05
TXN120864,cheese,sainsbury,12,6.11,2023-05-11
TXN120865,cheese,lidl,14,80.15,2023-12-31
TXN120866,soda,sainsbury,4,80.72,2023-04-30
TXN120867,milk,lidl,16,16.78,2023-10-06
TXN120868,snacks,tesco,4,59.59,2023-12-09
TXN120869,juice,co-op,16,67.96,2023-09-12
TXN120870,juice,tesco,9,81.82,2023-09-06
TXN120871,milk,lidl,16,51.66,2023-10-26
TXN120872,bread,aldi,4,16.12,2023-05-23
TXN120873,butter,co-op,19,30.05,2023-11-20
TXN120874,milk,co-op,7,4.13,2023-12-09
TXN120875,vegetables,lidl,15,50.14,2023-01-25
TXN120876,vegetables,aldi,19,92.77,2023-10-22
TXN120877,fruits,lidl,3,11.58,2023-12-09
TXN120878,cheese,tesco,8,37.68,2023-07-31
TXN120879,juice,sainsbury,2,81.73,2023-01-09
TXN120880,cheese,lidl,3,97.15,2023-10-23
TXN120881,milk,aldi,7,85.82,2023-01-09
TXN120882,vegetables,aldi,8,44.93,2023-06-25
TXN120883,snacks,tesco,15,1.52,2023-11-14
TXN120884,soda,tesco,19,83.04,2023-02-08
TXN120885,eggs,lidl,13,15.66,2023-02-21
TXN120886,vegetables,sainsbury,18,54.29,2023-09-14
TXN120887,fruits,tesco,13,27.01,2023-12-09
TXN120888,vegetables,aldi,5,31.04,2023-12-20
TXN120889,soda,co-op,14,7.15,2023-09-02
TXN120890,juice,sainsbury,15,91.97,2023-06-06
TXN120891,milk,lidl,1,35.5,2023-01-09
TXN120892,eggs,sainsbury,18,12.98,2023-05-15
TXN120893,juice,lidl,8,5.33,2023-04-30
TXN120894,vegetables,co-op,13,17.55,2023-08-13
TXN120895,milk,lidl,14,23.71,2023-03-09
TXN120896,bread,lidl,17,28.97,2023-07-06
TXN120897,fruits,co-op,9,56.35,2023-03-09
TXN120898,cheese,sainsbury,9,9.1,2023-05-18
TXN120899,milk,tesco,10,57.13,2023-10-09
TXN120900,vegetables,co-op,18,37.74,2023-01-27
TXN120901,butter,lidl,12,97.49,2023-06-11
TXN120902,cheese,tesco,11,36.53,2023-01-29
TXN120903,bread,tesco,3,53.63,2023-04-13
TXN120904,butter,co-op,18,55.31,2023-03-09
TXN120905,butter,aldi,1,9.75,2023-10-10
TXN120906,juice,lidl,7,53.42,2023-06-01
TXN120907,butter,sainsbury,12,96.78,2023-03-11
TXN120908,soda,lidl,19,20.25,2023-07-02
TXN120909,vegetables,sainsbury,10,36.06,2023-06-19
TXN120910,milk,aldi,10,80.81,2023-06-01
TXN120911,soda,aldi,1,53.15,2023-03-15
TXN120912,,sainsbury,16,4.98,2023-02-14
TXN120913,butter,tesco,8,18.96,2023-03-14
TXN120914,fruits,tesco,10,71.83,2023-07-15
TXN120915,bread,lidl,13,89.34,2023-03-07
TXN120916,snacks,co-op,12,44.36,2023-05-29
TXN120917,eggs,lidl,10,34.43,2023-10-08
TXN120918,snacks,sainsbury,19,71.59,2023-01-04
TXN120919,soda,aldi,16,90.44,2023-11-21
TXN120920,butter,tesco,14,95.52,2023-10-02
TXN120921,fruits,aldi,3,27.7,2023-01-08
TXN120922,milk,tesco,5,41.11,2023-09-08
TXN120923,snacks,tesco,8,98.19,2023-02-02
TXN120924,bread,co-op,13,16.52,2023-05-30
TXN120925,bread,lidl,3,15.66,2023-11-22
TXN120926,eggs,tesco,5,88.77,2023-11-02
TXN120927,eggs,tesco,5,7.77,2023-01-30
TXN120928,butter,aldi,2,46.13,2023-10-08
TXN120929,cheese,sainsbury,7,46.89,2023-12-14
TXN120930,milk,lidl,18,72.7,2023-03-06
TXN120931,bread,tesco,9,2.23,2023-08-24
TXN120932,bread,tesco,15,41.55,2023-01-25
TXN120933,,aldi,15,67.83,2023-03-06
TXN120934,bread,lidl,1,33.77,2023-04-04
TXN120935,milk,aldi,15,73.85,2023-07-19
TXN120936,vegetables,tesco,1,33.23,2023-06-10
TXN120937,bread,co-op,15,5.36,2023-10-10
TXN120938,cheese,sainsbury,5,,2023-05-18
TXN120939,butter,sainsbury,16,6.47,2023-10-25
TXN120940,juice,lidl,16,62.87,2023-01-01
TXN120941,fruits,co-op,17,81.49,2023-07-13
TXN120942,milk,lidl,8,74.73,2023-06-16
TXN120943,fruits,aldi,1,31.34,2023-03-15
TXN120944,butter,sainsbury,10,17.46,2023-10-09
TXN120945,bread,sainsbury,15,78.47,2023-09-14
TXN120946,cheese,lidl,4,41.35,2023-12-18
TXN120947,snacks,lidl,16,81.28,2023-09-20
TXN120948,fruits,sainsbury,15,48.06,2023-01-15
TXN120949,vegetables,tesco,5,80.65,2023-12-11
TXN120950,cheese,aldi,13,87.05,2023-01-10
TXN120951,vegetables,lidl,5,68.72,2023-08-28
TXN120952,soda,sainsbury,13,45.03,2023-07-01
TXN120953,vegetables,sainsbury,15,13.28,2023-03-02
TXN120954,fruits,aldi,9,24.32,2023-01-28
TXN120955,eggs,lidl,13,35.79,2023-10-30
TXN120956,juice,aldi,10,41.08,2023-01-09
TXN120957,snacks,sainsbury,5,4.7,2023-02-17
TXN120958,cheese,co-op,13,16.57,2023-11-17
TXN120959,eggs,lidl,17,58.35,2023-08-26
TXN120960,fruits,sainsbury,1,24.97,2023-11-10
TXN120961,snacks,lidl,8,43.06,2023-11-11
TXN120962,bread,lidl,14,17.33,2023-01-10
TXN120963,butter,sainsbury,19,62.75,2023-04-11
TXN120964,cheese,tesco,11,15.35,2023-10-05
TXN120965,cheese,lidl,2,37.02,2023-11-17
TXN120966,cheese,co-op,15,9.47,2023-07-26
TXN120967,vegetables,lidl,11,86.71,2023-08-05
TXN120968,milk,aldi,1,72.56,2023-06-13
TXN120969,soda,co-op,8,96.49,2023-04-09
TXN120970,bread,sainsbury,17,12.05,2023-03-10
TXN120971,juice,co-op,17,80.69,2023-06-30
TXN120972,bread,tesco,16,92.4,2023-11-04
TXN120973,milk,sainsbury,9,19.17,2023-06-20
TXN120974,soda,sainsbury,12,93.71,2023-09-27
TXN120975,fruits,sainsbury,17,39.22,2023-02-06
TXN120976,fruits,aldi,2,14.66,2023-04-16
TXN120977,eggs,sainsbury,17,14.59,2023-10-20
TXN120978,snacks,co-op,16,46.26,2024-01-01
TXN120979,vegetables,lidl,5,87.62,2023-07-05
TXN120980,soda,lidl,16,93.53,2023-09-10
TXN120981,soda,lidl,19,13.09,2023-09-17
TXN120982,eggs,lidl,7,5.47,2023-04-01
TXN120983,vegetables,lidl,9,5.79,2023-09-05
TXN120984,bread,tesco,8,73.45,2023-05-15
TXN120985,snacks,aldi,4,10.33,2023-02-02
TXN120986,juice,tesco,10,81.57,2023-02-27
TXN120987,fruits,lidl,17,20.95,2023-01-25
TXN120988,eggs,lidl,10,44.1,2023-11-17
TXN120989,milk,lidl,2,20.82,2023-04-27
TXN120990,soda,aldi,10,85.05,2023-06-22
TXN120991,eggs,sainsbury,17,26.4,2023-05-19
TXN120992,cheese,sainsbury,11,34.5,2023-06-11
TXN120993,eggs,sainsbury,2,10.73,2023-11-08
TXN120994,snacks,lidl,8,63.28,2023-08-17
TXN120995,snacks,lidl,14,21.25,2023-12-31
TXN120996,snacks,aldi,5,14.9,2023-09-24
TXN120997,juice,aldi,9,58.31,2023-08-11
TXN120998,cheese,sainsbury,5,6.46,2023-05-02
TXN120999,snacks,lidl,9,20.41,2023-03-16
TXN121000,butter,aldi,19,67.49,2023-09-06
TXN121001,bread,lidl,17,52.17,2023-11-20
TXN121002,juice,co-op,11,78.49,2023-02-25
TXN121003,juice,sainsbury,15,22.24,2023-12-11
TXN121004,eggs,sainsbury,14,23.97,2023-03-11
TXN121005,eggs,aldi,8,63.91,2023-08-26
TXN121006,juice,co-op,8,82.71,2023-03-11
TXN121007,milk,co-op,13,83.91,2023-07-17
TXN121008,eggs,aldi,8,94.15,2023-06-07
TXN121009,butter,lidl,1,6.83,2023-12-03
TXN121010,fruits,tesco,5,22.26,2023-01-12
TXN121011,juice,aldi,12,93.94,2023-05-17
TXN121012,fruits,co-op,14,31.69,2023-02-22
TXN121013,soda,lidl,13,,2023-11-06
TXN121014,juice,aldi,11,66.81,2023-01-23
TXN121015,snacks,tesco,19,95.56,2023-11-11
TXN121016,butter,co-op,2,13.25,2023-09-10
TXN121017,soda,sainsbury,12,2.72,2023-02-26
TXN121018,vegetables,lidl,8,57.98,2023-12-05
TXN121019,eggs,lidl,9,95.81,2023-03-08
TXN121020,cheese,co-op,16,68.06,2023-10-27
TXN121021,snacks,aldi,4,54.75,2023-05-24
TXN121022,vegetables,sainsbury,14,71.68,2023-05-08
TXN121023,bread,aldi,2,88.21,2023-05-24
TXN121024,snacks,lidl,18,45.89,2023-07-29
TXN121025,juice,sainsbury,13,25.71,2023-11-19
TXN121026,milk,lidl,5,97.76,2023-08-24
TXN121027,soda,sainsbury,6,33.52,2023-03-11
TXN121028,fruits,aldi,14,29.63,2023-01-14
TXN121029,cheese,lidl,5,4.1,2023-10-15
TXN121030,vegetables,co-op,8,47.9,2023-07-21
TXN121031,butter,lidl,16,88.62,2023-10-27
TXN121032,fruits,aldi,12,41.05,2023-05-16
TXN121033,vegetables,lidl,7,5.65,2023-01-08
TXN121034,snacks,co-op,1,7.66,2023-08-15
TXN121035,juice,aldi,8,39.47,2023-06-06
TXN121036,cheese,lidl,14,20.33,2023-08-23
TXN121037,snacks,sainsbury,17,52.37,2023-07-05
TXN121038,soda,aldi,3,46.78,2023-11-26
TXN121039,snacks,tesco,8,76.82,2023-10-30
TXN121040,snacks,tesco,7,79.56,2023-02-10
TXN121041,butter,co-op,4,2.65,2023-04-04
TXN121042,soda,co-op,9,47.04,2023-05-19
TXN121043,snacks,sainsbury,16,93.24,2023-07-20
TXN121044,fruits,tesco,5,89.0,2023-06-13
TXN121045,bread,co-op,11,51.53,2023-02-25
TXN121046,fruits,lidl,5,69.64,2023-09-02
TXN121047,bread,sainsbury,3,28.93,2023-07-11
TXN121048,bread,lidl,18,5.28,2023-03-28
TXN121049,vegetables,lidl,2,91.86,2023-05-19
TXN121050,cheese,co-op,7,22.98,2023-08-31
TXN121051,milk,tesco,5,61.74,2023-07-30
TXN121052,juice,tesco,19,57.63,2023-04-04
TXN121053,fruits,lidl,9,36.03,2023-06-21
TXN121054,bread,tesco,3,32.33,2023-06-11
TXN121055,butter,sainsbury,12,78.41,2023-04-14
TXN121056,soda,aldi,15,13.83,2023-07-13
TXN121057,soda,aldi,12,25.0,2023-05-01
TXN121058,bread,tesco,11,33.29,2023-02-22
TXN121059,fruits,aldi,4,74.01,2023-06-21
TXN121060,bread,aldi,6,66.28,2023-04-06
TXN121061,juice,aldi,6,13.15,2023-08-21
TXN121062,juice,tesco,16,9.69,2023-03-02
TXN121063,bread,co-op,11,30.82,2023-02-19
TXN121064,cheese,sainsbury,12,88.19,2023-05-31
TXN121065,milk,lidl,7,28.01,2023-09-10
TXN121066,cheese,tesco,10,51.0,2023-09-18
TXN121067,snacks,lidl,15,56.13,2023-01-30
TXN121068,fruits,sainsbury,18,65.16,2023-09-02
TXN121069,butter,co-op,8,51.49,2023-08-09
TXN121070,eggs,lidl,15,16.81,2023-09-27
TXN121071,eggs,tesco,17,79.64,2023-01-29
TXN121072,juice,aldi,17,69.54,2023-04-08
TXN121073,cheese,lidl,15,21.49,2023-09-09
TXN121074,eggs,tesco,18,1.17,2023-08-27
TXN121075,vegetables,tesco,10,18.55,2023-11-18
TXN121076,fruits,lidl,7,6.89,2023-12-08
TXN121077,bread,tesco,17,49.05,2023-06-09
TXN121078,butter,aldi,3,2.75,2023-10-28
TXN121079,milk,lidl,8,43.34,2023-03-15
TXN121080,butter,aldi,6,37.95,2023-09-21
TXN121081,butter,aldi,7,16.47,2023-03-24
TXN121082,vegetables,aldi,19,96.28,2023-04-30
TXN121083,bread,aldi,8,20.12,2023-07-23
TXN121084,juice,aldi,7,65.56,2023-05-21
TXN121085,butter,sainsbury,19,55.38,2023-06-10
TXN121086,milk,sainsbury,7,80.01,2023-01-30
TXN121087,vegetables,lidl,1,64.86,2023-07-15
TXN121088,cheese,lidl,3,51.65,2023-06-28
TXN121089,butter,aldi,4,79.41,2023-11-21
TXN121090,butter,tesco,12,,2023-08-22
TXN121091,cheese,tesco,7,90.83,2023-01-27
TXN121092,eggs,aldi,7,26.0,2023-04-12
TXN121093,bread,co-op,4,71.92,2023-02-10
TXN121094,snacks,tesco,10,49.25,2023-05-27
TXN121095,snacks,tesco,7,96.46,2023-10-19
TXN121096,eggs,tesco,6,23.26,2023-12-10
TXN121097,fruits,aldi,15,77.96,2023-01-12
TXN121098,vegetables,sainsbury,15,65.98,2023-03-16
TXN121099,soda,lidl,11,49.89,2023-02-03
TXN121100,butter,sainsbury,18,90.86,2023-07-10
TXN121101,eggs,tesco,15,44.5,2023-07-03
TXN121102,juice,sainsbury,17,62.8,2023-07-09
TXN121103,fruits,lidl,9,68.95,2023-11-28
TXN121104,juice,aldi,13,41.99,2023-03-10
TXN121105,juice,tesco,4,90.29,2023-10-06
TXN121106,vegetables,co-op,17,42.27,2023-09-25
TXN121107,bread,lidl,7,90.21,2023-05-04
TXN121108,juice,aldi,16,99.89,2023-02-23
TXN121109,cheese,aldi,9,62.46,2023-08-14
TXN121110,eggs,co-op,7,95.76,2023-10-25
TXN121111,cheese,sainsbury,6,62.26,2023-02-22
TXN121112,fruits,sainsbury,10,43.62,2023-04-17
TXN121113,soda,aldi,16,93.08,2023-09-03
TXN121114,eggs,tesco,13,66.52,2023-09-26
TXN121115,juice,tesco,10,8.59,2023-01-03
TXN121116,soda,aldi,7,74.05,2023-11-02
TXN121117,snacks,sainsbury,8,62.54,2023-03-29
TXN121118,fruits,co-op,19,2.97,2023-07-14
TXN121119,milk,sainsbury,17,66.76,2023-06-10
TXN121120,milk,tesco,8,13.15,2023-05-12
TXN121121,cheese,sainsbury,19,27.32,2023-06-24
TXN121122,cheese,aldi,2,83.41,2023-09-03
TXN121123,cheese,sainsbury,11,44.69,2023-12-14
TXN121124,bread,co-op,5,32.02,2023-04-21
TXN121125,cheese,tesco,2,93.23,2023-01-25
TXN121126,snacks,tesco,17,19.74,2023-01-21
TXN121127,fruits,tesco,5,17.28,2023-10-21
TXN121128,,aldi,16,3.74,2023-01-07
TXN121129,vegetables,tesco,3,97.5,2023-08-23
TXN121130,eggs,tesco,16,2.93,2023-10-27
TXN121131,butter,lidl,9,19.47,2023-08-08
TXN121132,butter,tesco,5,34.16,2023-07-08
TXN121133,,sainsbury,10,79.1,2023-05-18
TXN121134,fruits,co-op,7,16.82,2023-04-05
TXN121135,eggs,co-op,14,72.12,2023-02-16
TXN121136,fruits,sainsbury,6,59.99,2023-07-19
TXN121137,vegetables,sainsbury,9,86.38,2023-11-27
TXN121138,juice,sainsbury,6,45.64,2023-07-20
TXN121139,fruits,sainsbury,10,78.44,2023-08-13
TXN121140,butter,co-op,8,9.48,2023-06-08
TXN121141,fruits,co-op,4,,2023-11-05
TXN121142,cheese,co-op,18,42.23,2023-08-18
TXN121143,butter,tesco,8,40.29,2023-03-23
TXN121144,snacks,lidl,17,21.02,2023-09-13
TXN121145,milk,tesco,13,20.31,2023-03-13
TXN121146,vegetables,co-op,15,88.32,2023-08-03
TXN121147,milk,lidl,17,32.63,2023-06-08
TXN121148,milk,aldi,18,3.16,2023-05-07
TXN121149,milk,aldi,5,26.7,2023-01-09
TXN121150,cheese,tesco,3,88.85,2023-12-04
TXN121151,milk,sainsbury,2,63.74,2023-03-11
TXN121152,cheese,tesco,14,26.39,2023-07-24
TXN121153,milk,co-op,6,4.41,2023-04-06
TXN121154,eggs,lidl,14,1.9,2023-05-30
TXN121155,eggs,sainsbury,18,21.34,2023-11-25
TXN121156,butter,co-op,15,64.12,2023-12-03
TXN121157,bread,sainsbury,12,48.37,2023-07-02
TXN121158,soda,sainsbury,2,,2023-06-25
TXN121159,snacks,sainsbury,10,3.84,2023-07-04
TXN121160,soda,co-op,16,30.59,2023-12-25
TXN121161,butter,aldi,18,65.55,2023-10-30
TXN121162,snacks,aldi,17,44.76,2023-10-08
TXN121163,snacks,sainsbury,5,3.33,2023-04-14
TXN121164,eggs,tesco,3,10.78,2023-11-06
TXN121165,soda,co-op,19,27.47,2023-02-17
TXN121166,eggs,tesco,9,18.63,2023-05-27
TXN121167,snacks,aldi,14,90.42,2023-11-27
TXN121168,fruits,tesco,9,15.14,2023-07-21
TXN121169,bread,lidl,7,49.62,2023-06-06
TXN121170,cheese,lidl,17,80.56,2023-02-10
TXN121171,soda,lidl,16,48.27,2023-01-20
TXN121172,juice,tesco,3,77.77,2023-11-08
TXN121173,eggs,aldi,8,65.66,2023-01-03
TXN121174,vegetables,aldi,12,56.67,2023-07-11
TXN121175,vegetables,aldi,14,38.42,2023-04-28
TXN121176,milk,aldi,6,67.65,2023-02-09
TXN121177,butter,tesco,17,27.64,2023-04-03
TXN121178,butter,sainsbury,9,57.02,2023-04-11
TXN121179,fruits,tesco,17,42.46,2023-11-17
TXN121180,butter,aldi,13,68.71,2023-02-23
TXN121181,cheese,lidl,12,21.92,2023-09-22
TXN121182,eggs,sainsbury,18,55.07,2023-01-29
TXN121183,vegetables,sainsbury,10,61.34,2023-08-07
TXN121184,bread,aldi,5,92.5,2023-11-17
TXN121185,vegetables,tesco,13,64.46,2023-02-19
TXN121186,soda,co-op,15,84.35,2023-06-17
TXN121187,vegetables,aldi,4,34.99,2023-04-06
TXN121188,snacks,lidl,10,26.95,2023-01-31
TXN121189,fruits,aldi,3,93.83,2023-03-30
TXN121190,cheese,aldi,9,38.45,2023-09-16
TXN121191,milk,sainsbury,8,79.17,2023-02-25
TXN121192,cheese,tesco,16,84.78,2023-09-30
TXN121193,soda,tesco,11,79.98,2023-06-07
TXN121194,milk,sainsbury,10,85.03,2023-03-31
TXN121195,snacks,tesco,2,46.53,2023-09-14
TXN121196,snacks,sainsbury,11,75.94,2023-01-14
TXN121197,butter,sainsbury,2,88.12,2023-04-01
TXN121198,milk,sainsbury,15,49.89,2023-04-24
TXN121199,bread,tesco,18,30.82,2023-08-05
TXN121200,juice,aldi,17,18.94,2023-09-04
TXN121201,bread,lidl,11,51.09,2023-01-13
TXN121202,fruits,co-op,10,65.75,2023-11-20
TXN121203,butter,tesco,19,11.47,2023-09-24
TXN121204,cheese,sainsbury,6,65.47,2023-09-28
TXN121205,fruits,lidl,8,2.84,2023-10-07
TXN121206,milk,lidl,3,47.27,2023-08-10
TXN121207,bread,aldi,12,55.15,2023-12-07
TXN121208,cheese,lidl,17,57.7,2023-08-11
TXN121209,bread,lidl,3,7.08,2023-08-12
TXN121210,vegetables,aldi,3,8.66,2023-02-15
TXN121211,soda,tesco,2,25.46,2023-06-14
TXN121212,fruits,lidl,3,59.29,2023-08-21
TXN121213,juice,lidl,7,42.29,2023-07-06
TXN121214,soda,tesco,9,82.49,2023-01-22
TXN121215,butter,sainsbury,10,58.77,2023-07-31
TXN121216,snacks,tesco,11,19.3,2023-09-08
TXN121217,fruits,tesco,2,58.72,2023-07-02
TXN121218,vegetables,lidl,9,,2023-09-01
TXN121219,bread,lidl,12,8.56,2023-01-28
TXN121220,snacks,co-op,3,21.34,2023-12-29
TXN121221,soda,aldi,3,47.56,2023-03-07
TXN121222,fruits,sainsbury,11,26.25,2023-03-25
TXN121223,milk,tesco,10,42.76,2023-04-02
TXN121224,vegetables,co-op,8,79.48,2023-02-16
TXN121225,butter,aldi,3,74.21,2023-01-01
TXN121226,soda,sainsbury,18,68.76,2023-06-28
TXN121227,milk,tesco,6,46.33,2023-06-17
TXN121228,bread,sainsbury,10,29.04,2023-03-01
TXN121229,vegetables,co-op,2,34.09,2023-04-29
TXN121230,cheese,tesco,17,46.6,2023-02-23
TXN121231,fruits,aldi,19,3.81,2023-03-10
TXN121232,snacks,aldi,15,70.6,2023-03-18
TXN121233,soda,aldi,3,76.69,2023-01-06
TXN121234,eggs,sainsbury,19,12.15,2023-06-04
TXN121235,bread,tesco,3,39.24,2023-12-17
TXN121236,bread,co-op,5,98.6,2023-06-14
TXN121237,juice,aldi,4,48.02,2023-07-08
TXN121238,butter,aldi,5,44.1,2023-07-12
TXN121239,milk,lidl,11,21.33,2023-12-07
TXN121240,juice,tesco,6,91.6,2023-02-22
TXN121241,butter,co-op,15,67.44,2023-01-14
TXN121242,cheese,tesco,7,,2023-07-13
TXN121243,juice,aldi,11,30.85,2023-06-22
TXN121244,cheese,sainsbury,17,27.81,2023-01-12
TXN121245,cheese,sainsbury,7,30.34,2023-09-20
TXN121246,vegetables,sainsbury,9,85.12,2023-07-22
TXN121247,milk,tesco,1,81.11,2023-06-17
TXN121248,eggs,sainsbury,18,45.62,2023-06-19
TXN121249,vegetables,co-op,14,19.64,2023-02-11
TXN121250,fruits,lidl,19,8.51,2023-12-18
TXN121251,snacks,co-op,8,12.97,2023-04-30
TXN121252,milk,co-op,4,93.62,2023-04-21
TXN121253,bread,lidl,18,23.42,2023-04-27
TXN121254,milk,tesco,14,74.13,2023-02-06
TXN121255,juice,aldi,13,18.25,2023-09-06
TXN121256,eggs,co-op,11,65.74,2023-05-15
TXN121257,vegetables,lidl,10,48.53,2023-12-28
TXN121258,fruits,tesco,12,79.95,2023-09-26
TXN121259,juice,lidl,17,32.67,2023-08-23
TXN121260,juice,lidl,8,44.89,2023-04-26
TXN121261,cheese,aldi,18,15.93,2023-05-23
TXN121262,snacks,sainsbury,11,96.71,2023-09-12
TXN121263,bread,aldi,17,6.42,2023-12-24
TXN121264,snacks,aldi,8,36.88,2023-03-01
TXN121265,bread,tesco,5,38.39,2023-07-16
TXN121266,cheese,co-op,15,30.82,2023-02-02
TXN121267,eggs,tesco,7,31.77,2023-12-22
TXN121268,bread,tesco,11,35.46,2023-01-11
TXN121269,milk,aldi,11,54.77,2023-11-07
TXN121270,fruits,lidl,6,78.06,2023-12-08
